Name,Year,Duration,Genre,Rating,Director,Actor1,Actor2,Actor3
Kudrat,1998,186,"Action, Drama, Romance",4.5,Raj N. Sippy,Akshaye Khanna,Urmila Matondkar,Maya Alagh
Kudrat Ka Kanoon,1987,150,Mystery,5.1,K.C. Bokadia,S.A. Chandrashekhar,Beena Banerjee,Ramesh Deo
Kuk Doo Koo,1985,107,Comedy,8.5,Parvati Menon,Chetan Hansraj,Laxmi Aishwarya,Aditya Gupte
Kuku Mathur Ki Jhand Ho Gayi,2014,109,"Comedy, Romance",5.3,Aman Sachdeva,Siddharth Gupta,Simran Kaur Mundi,Siddharth Bhardwaj
Kuldip Patwal: I Didn't Do It!,2017,128,"Crime, Drama, Mystery",6.6,Remy Kohli,Deepak Dobriyal,Gulshan Devaiah,Raima Sen
Kundan,1955,150,"Crime, Drama",6.5,Sohrab Modi,Sohrab Modi,Sunil Dutt,Nimmi
Kundan,1993,137,"Action, Drama",5.8,K.C. Bokadia,Dharmendra,Jaya Prada,Amrish Puri
Kunwara,2000,134,"Comedy, Drama, Romance",5.1,David Dhawan,Govinda,Urmila Matondkar,Nagma
Kunwara Baap,1974,137,"Comedy, Drama",7.2,Mehmood,Mehmood,Bharathi,Aachi Manorama
Kunwara Paying Guest,2007,86,Drama,5.7,Suresh Jain,Tanveer,Karishma,Urmila
Kurbaan,1991,133,"Action, Drama, Romance",4.2,Deepak Bahry,Sunil Dutt,Kabir Bedi,Salman Khan
Kurbaan,2009,161,"Action, Crime, Drama",5.7,Renzil D'Silva,Lewis Tan,Kareena Kapoor,Saif Ali Khan
Kurukshetra,2000,129,"Action, Crime, Drama",6,Mahesh Manjrekar,Mukesh Rishi,Sanjay Dutt,Mahima Chaudhry
Kuselan,2008,165,"Comedy, Drama, Family",4.7,P. Vasu,Rajinikanth,Pasupathy,Meena
Kushti,2010,121,Comedy,4.3,Rajeev Kumar,Rajpal Yadav,Nargis Bagheri,Om Puri
Kutte Ki Dum,2018,143,Comedy,8.9,Sunil Patel,Raz Rehman Ali,Jass Boparai,Tanya Daang
Kya Dilli Kya Lahore,2014,98,"Drama, History, War",7.4,Vijay Raaz,Karan Arora,Vijay Raaz,Manu Rishi Chadha
Kya Kehna,2000,155,"Drama, Romance",5.9,Kundan Shah,Preity Zinta,Saif Ali Khan,Chandrachur Singh
Kya Love Story Hai,2007,120,"Comedy, Drama, Romance",3.6,Lovely Singh,Tusshar Kapoor,Ayesha Takia,Karan Hukka
Kya Yahi Sach Hai,2011,142,"Crime, Drama, Thriller",6.1,Y.P. Singh,Gurpreet Kaur Chadha,Shalini Chandran,T.K. Chowdhary
Kya Yehi Pyaar Hai,2002,145,"Drama, Romance",3.9,K. Muralimohana Rao,Jackie Shroff,Aftab Shivdasani,Ameesha Patel
Kyaa Kool Hai Hum,2005,172,"Comedy, Mystery",6.1,Sangeeth Sivan,Tusshar Kapoor,Riteish Deshmukh,Isha Koppikar
Kyaa Kool Hain Hum 3,2016,124,Comedy,1.9,Umesh Ghadge,Tusshar Kapoor,Aftab Shivdasani,Krishna Abhishek
Kyaa Super Kool Hain Hum,2012,136,Comedy,4.9,Sachin Yardi,Anupam Kher,Neha Sharma,Riteish Deshmukh
Kyo Kii... Main Jhuth Nahin Bolta,2001,131,"Action, Comedy, Drama",5.4,David Dhawan,Govinda,Sushmita Sen,Rambha
Kyon Ki...,2005,160,"Drama, Romance",5.6,Priyadarshan,Salman Khan,Kareena Kapoor,Rimi Sen
Kyun! Ho Gaya Na...,2004,165,"Comedy, Drama, Romance",4.2,Samir Karnik,Amitabh Bachchan,Vivek Oberoi,Aishwarya Rai Bachchan
Laadla,1994,169,"Drama, Family",5.8,Raj Kanwar,Anil Kapoor,Sridevi,Raveena Tandon
Laadli Laila,2011,87,Comedy,5.8,Murali Nair,Raghuvir Yadav,Sheila Naidu,Saurab Gharipurikar
Laaga Chunari Mein Daag: Journey of a Woman,2007,122,"Drama, Family, Romance",5.4,Pradeep Sarkar,Rani Mukerji,Jaya Bachchan,Konkona Sen Sharma
Laal Kaptaan,2019,155,"Action, Adventure, Drama",7.3,Navdeep Singh,Saif Ali Khan,Zoya Hussain,Manav Vij
Laal Rang,2016,147,"Comedy, Crime, Drama",8,Syed Ahmad Afzal,Randeep Hooda,Akshay Oberoi,Rajniesh Duggall
Laali Ki Shaadi Mein Laaddoo Deewana,2017,130,"Comedy, Drama, Musical",3.4,Manish Harishankar,Gurmeet Choudhary,Bharat Dungrani,Akshara Haasan
Laat Saab,1992,126,"Action, Crime, Drama",3.2,Sunil Agnihotri,Ishrat Ali,Asrani,Sharokh Bharucha
Laawaris,1981,189,"Drama, Action, Musical",7.1,Prakash Mehra,Amitabh Bachchan,Zeenat Aman,Rakhee Gulzar
Laawaris,1999,117,"Action, Crime, Drama",4.4,Shrikant Sharma,Jackie Shroff,Dimple Kapadia,Akshaye Khanna
Lab Kush,1966,125,Family,6.4,Ashok Chattopadhyay,Master Shankar,Master Sushobhan,Asitbaran
Ladies First,2014,106,Romance,3.6,Ashok Mehta,Ruby Ahmed,Khushboo Khan,Gautmi
Ladies Tailor,1981,148,Comedy,5.8,Khalid Akhtar,Sanjeev Kumar,Reena Roy,Amjad Khan
Ladies Tailor,2006,117,Comedy,3.6,Udyakanth,Javed Abdi,Krishna Bhatt,Preeti Bhutani
Ladies vs. Ricky Bahl,2011,140,"Comedy, Crime, Drama",6,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Parineeti Chopra
Ladki,1953,161,Comedy,5.9,M.V. Raman,Vyjayanthimala,Anjali Devi,Bharat Bhushan
Lafange,1975,137,"Drama, Family",6.2,Harmesh Malhotra,Randhir Kapoor,Mumtaz,Pran
Lafangey Parindey,2010,126,"Action, Drama, Romance",5.2,Pradeep Sarkar,Neil Nitin Mukesh,Deepika Padukone,Vijay Adhav
Lagaan: Once Upon a Time in India,2001,224,"Drama, Musical, Sport",8.1,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh
Lage Raho Munna Bhai,2006,144,"Comedy, Drama, Romance",8,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Vidya Balan
Lagna Pahave Karun,2013,125,Romance,6.5,Ajay Naik,Umesh Kamat,Mukta Barve,Siddharth Chandekar
Lagori,2017,48,"Drama, Mystery, Thriller",7.2,K Sukumar,Abhijeet K.,Kainat Ahmed,Akash
Lahoo Ke Do Rang,1997,172,"Action, Drama",4.5,Mehul Kumar,Naseeruddin Shah,Akshay Kumar,Karisma Kapoor
Lahore,2010,145,"Action, Drama, Sport",6.3,Sanjay Puran Singh Chauhan,Farooq Shaikh,Nafisa Ali,Aanaahad
Lahore Confidential,2021,68,"Crime, Drama, Thriller",2.8,Kunal Kohli,Richa Chadha,Nikhat Khan,Abdullah Osman
Lahu Ke Do Rang,1979,139,"Action, Drama",6.1,Mahesh Bhatt,Vinod Khanna,Shabana Azmi,Danny Denzongpa
Laila,2005,119,"Crime, Thriller",3.4,Vicky G.,Payal Rohatgi,Farid Amiri,Chery Shety
Laila Majnu,1953,132,Romance,8,K. Amarnath,Shammi Kapoor,Nutan,Ulhas
Laila Majnu,2018,140,"Drama, Romance",7.8,Sajid Ali,Avinash Tiwary,Tripti Dimri,Sumit Kaul
Lajja,2001,202,"Action, Crime, Drama",6.7,Rajkumar Santoshi,Manisha Koirala,Jackie Shroff,Madhuri Dixit
Lajwanti,1958,120,"Drama, Family",7.3,Narendra Suri,Nargis,Balraj Sahni,Kumari Naaz
Lajwanti,2014,63,"Drama, Romance",6.9,Pushpendra Singh,Sanghmitra Hitaishi,Pushpendra Singh,Sugna Devi
Lakeer - Forbidden Lines,2004,170,"Action, Romance",4.4,Ahmed Khan,Sunny Deol,Sunil Shetty,Sohail Khan
Lakeer Ka Fakeer,2013,113,Crime,5.4,Zubair Khan,Vicky Ahuja,Saaikat Bagbaan,Ajaz Khan
Lakhon Ki Baat,1984,136,"Comedy, Musical, Romance",6.8,Basu Chatterjee,Sanjeev Kumar,Farooq Shaikh,Anita Raj
Lakhon Me Ek,1971,155,"Comedy, Drama",7,S.S. Balan,Mehmood,Pran,Ramesh Deo
Lakshmanrekha,1991,133,Drama,4.7,Sunil Sikand,Naseeruddin Shah,Jackie Shroff,Sangeeta Bijlani
Lakshmi,1982,134,Drama,5,B.S. Thapa,Reena Roy,Raj Babbar,Ranjeet
Lakshmi,2014,115,Drama,7.9,Nagesh Kukunoor,Monali Thakur,Vibha Chhibber,Ranjeet Jha
Lakshya,2004,186,"Action, Drama, Romance",7.9,Farhan Akhtar,Hrithik Roshan,Preity Zinta,Amitabh Bachchan
Lal Baadshah,1999,180,"Action, Drama",3.2,K.C. Bokadia,Amitabh Bachchan,Manisha Koirala,Shilpa Shetty Kundra
Lal Bangla,1966,135,Mystery,5.7,Jugal Kishore,Prithviraj Kapoor,Sheikh Mukhtar,Sujit Kumar
Lal Kothi,1978,123,Thriller,6.2,Batra Mohinder,Kanak Mukherjee,Tanuja,Ranjit Mallick
Lal Patthar,1971,148,Drama,6.5,Sushil Majumdar,Raaj Kumar,Hema Malini,Rakhee Gulzar
Lal Quila,1960,134,Thriller,6.3,Nanabhai Bhatt,Paidi Jairaj,Helen,Kamal Kapoor
Lal Salaam,2002,131,"Musical, Action, Drama",6.7,Gaganvihari Borate,Nandita Das,Sharad S. Kapoor,Makrand Deshpande
Lala Hardaul,2012,147,History,7.4,Devendra Bhagat,Sachendra Choubey,Divyanka Tripathi Dahiya,Prince Khan
Lambu Dada,1992,142,"Action, Crime, Drama",4.6,Sharad Chaudhary,Master Akash,Mahesh Anand,Kabir Bedi
Lamhaa: The Untold Story of Kashmir,2010,152,"Action, Drama, Thriller",5,Rahul Dholakia,Sanjay Dutt,Bipasha Basu,Kunal Kapoor
Lamhe,1991,187,"Drama, Musical, Romance",7.4,Yash Chopra,Anil Kapoor,Sridevi,Anupam Kher
Land of the Gods,2016,92,Drama,7.3,Goran Paskaljevic,Victor Banerjee,Geetanjali Thapa,Uttara Baokar
Lanka,2011,107,"Action, Crime, Drama",5.8,Maqbool Khan,Manoj Bajpayee,Arjan Bajwa,Tia Bajpai
Lashkar,1989,176,"Action, Crime, Drama",5.8,Jagdish Kadar,Kader Kashmiri,Dev Anand,Javed Jaffrey
Lashtam Pashtam,2018,108,Drama,6,Manav Bhalla,Dolly Ahluwalia,Priyanshu Chatterjee,Tisca Chopra
Last Chance: The Moment I Finally Embraced the Futility of Existence,2019,74,"Comedy, Drama",8.8,Ronit Jadhav,Ronit Jadhav,Rohit D'Souza,Darshil Gandhi
Lateef,2013,118,"Action, Crime, Drama",3.4,Israr Ahmed,Nawazuddin Siddiqui,Kader Khan,Murli Sharma
Lateef to laden,2018,92,Comedy,6.6,Shahid Kazmi,Sajad Khaki,Tariq Imtyaz,Mushtaq Ali
Latt Saheb,1967,160,"Comedy, Drama, Musical",6.5,Hari Walia,Shammi Kapoor,Nutan,Prem Chopra
Lav Kush,1997,110,"Adventure, Drama, Fantasy",6,V. Madhusudan Rao,Jeetendra,Jaya Prada,Arun Govil
Lava Kusa: The Warrior Twins,2010,120,Animation,6.6,Dhavala Satyam,Natalie DP,Arun Govil,Robert Lang
Lavanya Preeti,1993,90,Drama,5.2,Apurba Kishore Bir,Aditi Bir,Saumysri Misra,Tara Shankar Misra
Laxmii,2020,141,"Action, Comedy, Horror",2.4,Lawrence Raghavendra,Balakrishnan Thevar,Akshay Kumar,Kiara Advani
Le Gaya Saddam,2012,113,Comedy,6.2,Amjad Khan,Shahbaz Baweja,Umesh Gautam,Nandini Jumani
Le Halua Le,2012,125,"Comedy, Drama, Romance",5.3,Raja Chanda,Laboni Sarkar,Payel Sarkar,Subhasish Mukherjee
Leader,1964,176,"Comedy, Romance, Thriller",7.3,Ram Mukherjee,Dilip Kumar,Vyjayanthimala,Jayant
Leatherface,1939,166,"Action, Adventure",6.6,Vijay Bhatt,Paidi Jairaj,Miss Mehtab,Shirin Banu
Leaving Home: The Life and Music of Indian Ocean,2008,115,"Documentary, Music",8.9,Jaideep Varma,Kilam Amit,Asheem Chakravarty,Rahul Ram
Lekar Hum Deewana Dil,2014,140,"Comedy, Romance",4.9,Arif Ali,Armaan Jain,Deeksha Seth,Varun Badola
Lekin...,1990,171,"Drama, Fantasy, Musical",7.5,Gulzar,Vinod Khanna,Dimple Kapadia,Amjad Khan
Lens,2016,109,"Drama, Mystery, Thriller",6.7,Jayaprakash Radhakrishnan,Anand Sami,Jayaprakash Radhakrishnan,Misha Ghoshal
Let's Be Friends!,2002,149,"Comedy, Drama, Family",5.1,Kunal Kohli,Hrithik Roshan,Kareena Kapoor,Rani Mukerji
Let's Bring Our Heroes Home,2004,163,"Action, Drama, Thriller",6.1,Milan Luthria,Amitabh Bachchan,Sanjay Dutt,Akshaye Khanna
Let's Dance,2009,125,"Crime, Drama, Musical",5.7,Aarif Sheikh,Gayatri Bahl,Aqib Afzaal,Ajay Chaudhary
Let's Enjoy,2004,108,Comedy,6.3,Siddharth Anand Kumar,Ankur Tewari,Aashish Chaudhary,Roshni Chopra
Let's Talk About 'It',2017,77,"Horror, Mystery",5.7,Kshitij Sharma,Kshitij Sharma,Anoma Pabuwal,Deeya Dey
Liar's Dice,2013,104,"Adventure, Drama, Family",6.8,Geethu Mohandas,Nawazuddin Siddiqui,Geetanjali Thapa,Manya Gupta
Libaas,1988,137,Drama,8.2,Gulzar,Shabana Azmi,Utpal Dutt,Naseeruddin Shah
LIE,2017,145,"Action, Adventure, Thriller",5.9,Hanu Raghavapudi,Nithiin,Megha Akash,Ravi Kishan
Life Express,2010,125,Drama,4.4,Anup Das,Rituparna Sengupta,Kiran Janjani,Yashpal Sharma
Life in a Metro,2007,132,"Comedy, Drama, Romance",7.4,Anurag Basu,Dharmendra,Irrfan Khan,Konkona Sen Sharma
Life Is Beautiful,2014,116,"Comedy, Romance",5.4,Manoj Amarnani,Manoj Amarnani,Nancy Brunetta,Anokhi Dalvi
Life Ki Aisi Ki Taisi,2017,130,Comedy,5.5,Ejaz Ahmed,Ejaz Ahmed,Prerna Gupta,Javed Hyder
Life Ki Toh Lag Gayi,2012,155,"Action, Comedy",5.3,Rakesh Mehta,Kay Kay Menon,Ranvir Shorey,Pradhuman Singh
Life Mein Kabhie Kabhiee,2007,145,"Drama, Thriller",5.8,Vikram Bhatt,Aftab Shivdasani,Dino Morea,Anuj Sawhney
Life Mein Time Nahi Hai Kisi Ko,2019,119,"Comedy, Drama",7.1,Manoj Sharma,Rajniesh Duggall,Krishna Abhishek,Yuvika Chaudhary
Life of an Outcast,2018,81,Drama,6.6,Pawan k Shrivastava,Ravi Sah,Shalini Mohan,Bhaskar Jha
Life of Pi,2012,127,"Adventure, Drama, Fantasy",7.9,Ang Lee,Suraj Sharma,Irrfan Khan,Adil Hussain
Life's for Living: Aadmi,1939,164,"Drama, Romance",6.4,Shantaram Rajaram Vankudre,Shahu Modak,Shanta Hublikar,Sundarabai
Life's Good,2012,100,"Drama, Family",5.9,Ananth Narayan Mahadevan,Saniya Anklesaria,Sunita Sen Gupta,Darshan Jariwala
Lihaaf: The Quilt,2019,85,Drama,7.1,Rahat Kazmi,Tannishtha Chatterjee,Sonal Sehgal,Virendra Saxena
Like Stars on Earth,2007,165,"Drama, Family",8.4,Aamir Khan,Amole Gupte,Darsheel Safary,Aamir Khan
Lingaa,2014,174,"Action, Comedy, Drama",5.6,K.S. Ravikumar,Rajinikanth,Anushka Shetty,Sonakshi Sinha
Lion,2016,118,"Biography, Drama",8,Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara
Lipstick Under My Burkha,2016,117,"Comedy, Drama",6.8,Alankrita Shrivastava,Aahana Kumra,Ratna Pathak Shah,Konkona Sen Sharma
Listen... Amaya,2013,108,Drama,6.6,Avinash Kumar Singh,Farooq Shaikh,Deepti Naval,Swara Bhaskar
Little Baby,2019,105,Family,8.6,Shekhar S. Jha,Priyanshu Chatterjee,Gulnaz Siganporia,Aadi
Little John,2001,126,"Action, Fantasy, Musical",5.1,Singeetam Srinivasa Rao,Bharti Achrekar,Fathima Babu,Ash Chandler
Little Singham: Kaal Ka Badla,2020,69,"Animation, Action",6.1,Prakash Satam,Jigna Bharadhwaj,Neshma Chemburkar,Saumya Daan
Little Terrors,2014,103,Drama,5.8,Maninder Chana,Om Puri,Deep Dhillon,Aamrik Arjun
Loafer,1996,160,"Action, Comedy, Romance",5.1,David Dhawan,Anil Kapoor,Juhi Chawla,Kulbhushan Kharbanda
Loafer,1973,138,"Romance, Thriller",6.5,A. Bhimsingh,Dharmendra,Mumtaz,Roopesh Kumar
LOC: Kargil,2003,255,"Drama, History, War",5.2,J.P. Dutta,Sanjay Dutt,Ajay Devgn,Saif Ali Khan
Loev,2015,92,"Drama, Romance",5.8,Sudhanshu Saria,Dhruv Ganesh,Siddharth Menon,Shiv Panditt
Login,2012,125,"Drama, Thriller",6.1,Sanjeev Reddy,Himanshu Bhatt,Raadhika Singh,Akkash Basnet
Loha,1987,153,"Action, Drama, Thriller",6,Raj N. Sippy,Dharmendra,Shatrughan Sinha,Karan Kapoor
Loha,1997,160,Action,5.5,Kanti Shah,Dharmendra,Mithun Chakraborty,Govinda
Lohardaga,2019,120,Drama,7.8,Lal Vijay Shahdeo,Vijay Raaz,Sanjay Mishra,Akhilendra Mishra
Loins of Punjab Presents,2007,88,"Comedy, Music",7,Manish Acharya,Shabana Azmi,Ajay Naidu,Ayesha Dharker
London,2005,149,"Action, Comedy, Drama",4.4,Sundar C.,Prashanth,Ankita,Mumtaz
London Calling,2009,90,"Action, Drama, Fantasy",3.8,Babbar Subhash,Bobby Khan,Milind Gunaji,Nawab Shah
London Confidental,2020,77,"Crime, Drama, Thriller",6.4,Kanwal Sethi,Mouni Roy,Purab Kohli,Kiren Jogi
London Dreams,2009,146,"Drama, Music",5.3,Vipul Amrutlal Shah,Salman Khan,Ajay Devgn,Om Puri
London Paris New York,2012,100,Romance,5.7,Anu Menon,Ali Zafar,Aditi Rao Hydari,Candice Pereira
Long Dark Road,2014,68,"Crime, Drama, Thriller",7.7,Moosa Saleem,Atif Rashid,Saurabh Kumar,Anamika Raj
Long Live Brij Mohan,2017,105,"Comedy, Crime, Drama",6.8,Nikhil Bhat,Arjun Mathur,Nidhi Singh,Sheetal Thakur
Loot,2011,110,"Action, Comedy, Crime",3.3,Rajnish Thakur,Shweta Bhardwaj,Mimoh Chakraborty,Prem Chopra
Lootcase,2020,132,"Comedy, Crime",7.6,Rajesh Krishnan,Kunal Khemu,Rasika Dugal,Vijay Raaz
Lootera,2013,136,"Drama, Romance",7.3,Vikramaditya Motwane,Ranveer Singh,Sonakshi Sinha,Barun Chanda
Lootere,1993,156,"Action, Romance, Thriller",5.1,Dharmesh Darshan,Sunny Deol,Juhi Chawla,Dinesh Anand
Lorni - The Flaneur,2019,107,"Crime, Mystery",7,Wanphrang Diengdoh,Poonam Agarwal,Elizer Bareh,Deihokhlang Basaiawmoit
Love,1991,152,"Drama, Musical, Romance",5.9,Suresh Krishna,Salman Khan,Arun Bakshi,Rita Bhaduri
Love 86,1986,145,"Drama, Romance",5.7,Esmayeel Shroff,Tanuja,Rohan Kapoor,Neelam Kothari
Love Aaj Kal,2020,142,"Drama, Romance",4.7,Imtiaz Ali,Kartik Aaryan,Sara Ali Khan,Randeep Hooda
Love Aaj Kal,2009,128,"Comedy, Drama, Romance",6.8,Imtiaz Ali,Saif Ali Khan,Deepika Padukone,Rishi Kapoor
Love Alive,2016,90,Thriller,7.4,Aditya Warang,Raushan Jha,Kajal Solanki,Qasim Khan
Love and Shukla,2017,107,"Comedy, Drama, Romance",7.4,Jatla Siddartha,Saharsh Kumar Shukla,Taneea Rajawat,Hima Singh
Love at Times Square,2003,120,"Drama, Romance",3.8,Dev Anand,Dev Anand,Heenee Kaushik,Shoib Khan
Love Birds,1997,160,Romance,5.1,P. Vasu,Apache Indian,Prabhu Deva,Aachi Manorama
Love Breakups Zindagi,2011,156,"Comedy, Drama, Romance",5.8,Sahil Sangha,Zayed Khan,Dia Mirza,Cyrus Sahukar
Love Exchange,2015,122,Romance,5.2,Raj Shetty,Mohit Madaan,Jyoti Sharma,Manoj Pahwa
Love Express,2011,141,"Comedy, Drama",5.3,Sunny Bhambhani,Sahil Mehta,Mannat Ravi,Vikas Katyal
Love Game,2009,107,Romance,6,Abhinay Deo,Divya Dutta,Kalpana Pandit,Jesse Randhawa
Love Games,2016,114,"Crime, Thriller",4.3,Vikram Bhatt,Patralekhaa Paul,Tara-Alisha Berry,Gaurav Arora
Love in India,2009,91,"Documentary, Drama",6.5,Qaushiq Mukherjee,Diveyaa Dwivedi,Divyaa Dwivedi,Ranajit Mohanty
Love in Japan,2006,136,"Action, Comedy, Crime",3.1,Akram Shaikh,Ketki Dave,Shakti Kapoor,Bobby Khan
Love in Nepal,2004,143,"Drama, Mystery, Romance",3.6,Rajat Mukherjee,Sonu Nigam,Flora Saini,Jharana Bajracharya
Love in Tokyo,1966,164,"Romance, Comedy, Drama",6.8,Pramod Chakravorty,Joy Mukherjee,Asha Parekh,Mehmood
Love Ke Chakkar Mein,2006,126,Comedy,4.2,B.H. Tharun Kumar,Rishi Kapoor,Akshat Bhatia,Namitha
Love Ke Funday,2016,132,Comedy,6.6,Indervesh Yogee,Nivedita Chandel,Pooja Banerjee,Shaleen Bhanot
Love Ke Liye Kuch Bhi Karega,2001,131,"Comedy, Crime, Romance",6,Eeshwar Nivas,Saif Ali Khan,Fardeen Khan,Aftab Shivdasani
Love Khichdi,2009,130,"Comedy, Drama, Romance",5.7,Srinivas Bhashyam,Randeep Hooda,Rituparna Sengupta,Sada
Love Love Love,1989,146,"Drama, Romance",5.5,Babbar Subhash,Aamir Khan,Juhi Chawla,Gulshan Grover
Love Marriage,1959,157,Romance,7.6,Subodh Mukherji,Dev Anand,Mala Sinha,Abhi Bhattacharya
Love Per Square Foot,2018,133,"Comedy, Romance",7.2,Anand Tiwari,Vicky Kaushal,Angira Dhar,Alankrita Sahai
Love Qubool Hai,2020,94,"Drama, Romance",10,Saif Ali Sayeed,Ahaan Jha,Mahesh Narayan,Rajasree Rajakumari
Love Shagun,2016,120,"Comedy, Romance",4.4,Saandesh Nayak,Anuj Sachdeva,Nidhi Subbaiah,Manit Joura
Love Sonia,2018,122,Drama,7.4,Tabrez Noorani,Abhishek Bharate,Riya Sisodiya,Mrunal Thakur
Love Sorries,2021,101,"Comedy, Drama, Romance",9.3,Gautam Joshi,Prashant Chaubey,Puneet Chouksey,Amitabh Gupta
Love Story,1981,161,"Drama, Musical, Romance",6.5,Rajendra Kumar,Rahul Rawail,Kumar Gaurav,Vijayata Pandit
Love Story 2050,2008,180,"Action, Adventure, Drama",2.6,Harry Baweja,Harman Baweja,Priyanka Chopra Jonas,Boman Irani
Love Trainning,2018,129,Comedy,5.8,Hemanth Kumar,Shakti Kapoor,Akhilendra Mishra,Usha Nadkarni
Love U... Mr. Kalakaar!,2011,152,"Drama, Romance",5.3,S. Manasvi,Tusshar Kapoor,Amrita Rao,Ram Kapoor
Love Will Take Over,2018,140,"Comedy, Drama, Music",3,Abhiraj Minawala,Sammy Jonas Heaney,Aayush Sharma,Warina Hussain
Love You to Death,2012,102,"Comedy, Thriller",5.3,Rafeeq Ellias,Sohrab Ardeshir,Abhro Banerjee,Kallol Banerjee
Lovefucked,2018,106,"Drama, Romance",6,Aadish Keluskar,Himanshu Kohli,Rohit Kokate,Khushboo Upadhyay
LoveShhuda,2016,133,"Comedy, Romance",4.5,Vaibhav Misra,Girish Taurani,Navneet Kaur Dhillon,Tisca Chopra
"Lovesongs: Yesterday, Today & Tomorrow",2008,91,Drama,5.1,Jayabrato Chatterjee,Jaya Bachchan,Om Puri,Mallika Sarabhai
"LSD: Love, Sex Aur Dhokha",2010,155,"Comedy, Crime, Drama",7.1,Dibakar Banerjee,Nushrat Bharucha,Anshuman Jha,Neha Chauhan
Lucifer,2019,175,"Action, Crime, Drama",7.5,Prithviraj Sukumaran,Mohanlal,Vivek Oberoi,Manju Warrier
Luck,2009,141,"Action, Adventure, Drama",4.8,Soham Shah,Mithun Chakraborty,Sanjay Dutt,Imran Khan
Luck by Chance,2009,156,Drama,7.1,Zoya Akhtar,Farhan Akhtar,Konkona Sen Sharma,Rishi Kapoor
Luckhnowi Ishq,2015,127,Drama,7.1,Aanand Raut,Adhyayan Suman,Karishma Kotak,Mukesh Khanna
Lucknow Central,2017,133,"Action, Crime, Drama",6.2,Ranjit Tewari,Farhan Akhtar,Diana Penty,Inaamulhaq
Lucky Kabootar,2014,117,Comedy,5.1,Shammi Chhabra,Arvinder Bhatti,Shraddha Das,Rimple Dhindsa
Lucky: No Time for Love,2005,180,"Musical, Drama, Romance",4.7,Radhika Rao,Vinay Sapru,Salman Khan,Sneha Ullal
Ludo,2020,149,"Action, Comedy, Crime",7.6,Anurag Basu,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao
Luka Chuppi,2019,126,"Comedy, Romance",6.3,Laxman Utekar,Kartik Aaryan,Kriti Sanon,Aparshakti Khurana
Lupt,2018,110,"Horror, Thriller",5.6,Prabhuraj,Javed Jaffrey,Niki Walia,Vijay Raaz
Lust Stories,2018,120,"Drama, Romance",6.4,Zoya Akhtar,Dibakar Banerjee,Karan Johar,Anurag Kashyap
Luv Ka the End,2011,106,"Comedy, Drama",4.8,Bumpy,Shraddha Kapoor,Taha Shah Badussha,Errol Peter Marks
Luv Shuv Pyar Vyar,2017,180,Romance,4.7,Pardeep Raja,Gaurav Ajay Kaura,Dolly Chawla,Kunal Sharma
Luv Shuv Tey Chicken Khurana,2012,140,Comedy,6.6,Sameer Sharma,Kunal Kapoor,Huma Qureshi,Vinod Nagpal
Luv U Alia,2015,130,"Family, Romance",5.3,Indrajit Lankesh,V. Ravichandran,Chandan Kumar,Sudeep
Luv U Soniyo,2012,144,"Comedy, Romance",5.5,Joe Rajan,Tanuj Virwani,Neha Hinge,Bunty Grewal
LuvUTurn,2019,124,Romance,6.2,Harish Raut,Ruslaan Mumtaz,Adhvik Mahajan,Purva Rana
M Cream,2014,112,"Adventure, Comedy, Drama",5.6,Agneya Singh,Aban Raza,Tom Alter,Raaghavv Chanana
M.... Matric Pass,2014,118,"Drama, Romance",3.9,Suresh Jain,Seema Dogra,Paras Sharma,Sushma Sharma
M.A.D: Mad About Dance,2014,125,"Drama, Musical",5.1,Saahil Prem,Saahil Prem,Amy Maghera,Salah Benlemqawanssa
M.S. Dhoni: The Untold Story,2016,184,"Biography, Drama, Sport",7.9,Neeraj Pandey,Sushant Singh Rajput,Kiara Advani,Anupam Kher
Ma Beta,1962,138,"Comedy, Crime, Drama",5,Lekhraj Bhakri,Manoj Kumar,Ameeta,Vijay Dutt
Maa,1992,145,"Drama, Fantasy",5.9,Ajay Kashyap,Jeetendra,Jaya Prada,Aruna Irani
Maa,1957,120,"Drama, Romance",7.2,Bimal Roy,Bharat Bhushan,Leela Chitnis,Kusum Deshpande
Maa,1976,137,"Drama, Family",6.5,M.A. Thirumugham,Dharmendra,Hema Malini,Nirupa Roy
Maa Aur Mamta,1970,148,Drama,7.5,Asit Sen,Nutan,Ashok Kumar,Nirupa Roy
Maa Baap,1960,130,"Family, Romance",6.6,V.M. Vyas,Rajendra Kumar,Kamini Kadam,Pran
Maa Beti,1986,151,Drama,5.1,Kalpataru,Shashi Kapoor,Meenakshi Sheshadri,Sharmila Tagore
Maa Kasam,1985,137,Action,4.4,Shibu Mitra,Mithun Chakraborty,Divya Rana,Ranjeet
Maa Kasam,1999,132,Action,4.6,Ashok Gaekwad,Kasam Ali,Vikas Anand,Arjun
Maa Tujhhe Salaam,2002,162,"Action, Drama",3.5,Tinnu Verma,Sunny Deol,Tabu,Arbaaz Khan
